"age" "job" "marital" "education" "default" "housing" "contact" "day_of_week" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"39490" 80 "retired" "divorced" "basic.4y" "no" "yes" "cellular" "wed" 654 2 999 0 "nonexistent" "yes"
"34029" 30 "admin." "married" "high.school" "no" "no" "cellular" "wed" 166 1 999 1 "failure" "no"
"39710" 31 "services" "single" "basic.9y" "no" "yes" "cellular" "fri" 214 4 999 0 "nonexistent" "yes"
"33432" 25 "technician" "married" "university.degree" "no" "yes" "cellular" "tue" 127 1 12 1 "success" "no"
"19881" 42 "technician" "married" "university.degree" "no" "yes" "cellular" "fri" 103 5 999 0 "nonexistent" "no"
"8838" 31 "admin." "married" "basic.9y" "no" "no" "telephone" "thu" 145 1 999 0 "nonexistent" "no"
"27188" 54 "technician" "married" "high.school" "unknown" "yes" "cellular" "fri" 326 2 999 0 "nonexistent" "no"
"19051" 34 "admin." "married" "university.degree" "unknown" "yes" "cellular" "tue" 148 1 999 0 "nonexistent" "no"
"21681" 32 "technician" "single" "university.degree" "no" "yes" "cellular" "tue" 178 4 999 0 "nonexistent" "no"
"8284" 46 "admin." "single" "university.degree" "unknown" "no" "telephone" "tue" 193 1 999 0 "nonexistent" "no"
"21687" 34 "admin." "single" "university.degree" "unknown" "no" "cellular" "tue" 285 3 999 0 "nonexistent" "no"
"5770" 51 "blue-collar" "married" "unknown" "unknown" "no" "telephone" "mon" 76 3 999 0 "nonexistent" "no"
"31550" 50 "blue-collar" "married" "professional.course" "unknown" "yes" "cellular" "thu" 157 1 999 1 "failure" "no"
"17849" 58 "housemaid" "married" "basic.4y" "unknown" "no" "cellular" "tue" 533 1 999 0 "nonexistent" "no"
"14814" 30 "admin." "married" "university.degree" "no" "yes" "cellular" "wed" 1150 1 999 0 "nonexistent" "no"
"1744" 42 "services" "married" "high.school" "no" "no" "telephone" "fri" 137 3 999 0 "nonexistent" "no"
"15302" 39 "admin." "married" "high.school" "unknown" "no" "cellular" "thu" 134 2 999 0 "nonexistent" "no"
"11359" 33 "technician" "divorced" "professional.course" "no" "no" "telephone" "thu" 26 5 999 0 "nonexistent" "no"
"22529" 34 "admin." "single" "university.degree" "no" "yes" "cellular" "fri" 72 1 999 0 "nonexistent" "no"
"20173" 36 "technician" "single" "professional.course" "no" "no" "cellular" "mon" 209 1 999 0 "nonexistent" "no"
"18155" 25 "services" "single" "basic.9y" "no" "yes" "cellular" "wed" 509 1 999 0 "nonexistent" "yes"
"2516" 47 "technician" "married" "basic.9y" "no" "yes" "telephone" "tue" 271 1 999 0 "nonexistent" "no"
"16364" 39 "services" "married" "unknown" "unknown" "no" "cellular" "wed" 100 5 999 0 "nonexistent" "no"
"38505" 63 "technician" "married" "professional.course" "no" "no" "cellular" "tue" 259 1 999 0 "nonexistent" "no"
"6889" 33 "technician" "married" "university.degree" "unknown" "no" "telephone" "wed" 619 3 999 0 "nonexistent" "no"
"9052" 30 "management" "single" "university.degree" "no" "no" "telephone" "thu" 27 7 999 0 "nonexistent" "no"
"38971" 60 "retired" "married" "high.school" "no" "no" "cellular" "thu" 472 1 999 0 "nonexistent" "yes"
"23729" 35 "management" "married" "university.degree" "no" "no" "cellular" "thu" 9 18 999 0 "nonexistent" "no"
"18536" 34 "technician" "married" "professional.course" "unknown" "no" "telephone" "thu" 46 2 999 0 "nonexistent" "no"
"27969" 45 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "tue" 257 1 999 0 "nonexistent" "no"
"9218" 35 "admin." "married" "high.school" "unknown" "no" "telephone" "fri" 238 3 999 0 "nonexistent" "no"
"17498" 44 "services" "divorced" "high.school" "no" "yes" "cellular" "mon" 395 2 999 0 "nonexistent" "no"
"17273" 35 "management" "divorced" "university.degree" "no" "no" "cellular" "fri" 210 4 999 0 "nonexistent" "no"
"35842" 34 "admin." "married" "university.degree" "no" "no" "cellular" "fri" 190 1 999 0 "nonexistent" "no"
"10122" 34 "technician" "married" "professional.course" "unknown" "no" "telephone" "thu" 10 1 999 0 "nonexistent" "no"
"14315" 36 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "mon" 256 3 999 0 "nonexistent" "no"
"24712" 41 "management" "married" "basic.6y" "unknown" "yes" "cellular" "mon" 264 4 999 0 "nonexistent" "no"
"12674" 34 "technician" "single" "professional.course" "unknown" "yes" "cellular" "mon" 224 4 999 0 "nonexistent" "no"
"23372" 40 "technician" "single" "professional.course" "unknown" "yes" "cellular" "wed" 94 4 999 0 "nonexistent" "no"
"22547" 56 "services" "married" "high.school" "no" "no" "cellular" "fri" 149 2 999 0 "nonexistent" "no"
"17826" 54 "unemployed" "married" "high.school" "unknown" "no" "telephone" "tue" 28 2 999 0 "nonexistent" "no"
"10678" 55 "retired" "married" "professional.course" "no" "no" "telephone" "tue" 107 4 999 0 "nonexistent" "no"
"24363" 52 "entrepreneur" "married" "basic.9y" "no" "unknown" "telephone" "mon" 147 1 999 1 "failure" "no"
"28417" 49 "blue-collar" "married" "basic.6y" "unknown" "yes" "cellular" "thu" 504 1 999 0 "nonexistent" "no"
"34761" 36 "entrepreneur" "single" "basic.9y" "unknown" "yes" "cellular" "thu" 75 3 999 0 "nonexistent" "no"
"27025" 43 "services" "single" "high.school" "unknown" "no" "cellular" "fri" 298 2 999 0 "nonexistent" "no"
"762" 43 "unemployed" "married" "basic.4y" "no" "no" "telephone" "wed" 275 4 999 0 "nonexistent" "no"
"33776" 34 "housemaid" "single" "high.school" "no" "no" "cellular" "wed" 391 1 999 0 "nonexistent" "yes"
"37583" 29 "blue-collar" "single" "basic.6y" "no" "no" "cellular" "fri" 260 3 999 0 "nonexistent" "yes"
"17839" 60 "retired" "divorced" "professional.course" "no" "no" "cellular" "tue" 47 4 999 0 "nonexistent" "no"
"5702" 57 "admin." "married" "university.degree" "unknown" "yes" "telephone" "mon" 506 2 999 0 "nonexistent" "no"
"31783" 31 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "thu" 172 1 999 0 "nonexistent" "no"
"25447" 33 "services" "divorced" "high.school" "no" "yes" "cellular" "wed" 100 1 999 1 "failure" "no"
"39774" 29 "technician" "single" "high.school" "no" "no" "cellular" "mon" 158 1 13 3 "failure" "no"
"22282" 52 "admin." "married" "unknown" "no" "yes" "cellular" "thu" 140 2 999 0 "nonexistent" "no"
"36816" 29 "technician" "single" "basic.9y" "no" "no" "cellular" "mon" 24 1 999 0 "nonexistent" "no"
"38437" 45 "technician" "married" "professional.course" "no" "no" "cellular" "thu" 504 1 6 1 "success" "yes"
"6255" 50 "services" "married" "professional.course" "unknown" "no" "telephone" "tue" 111 3 999 0 "nonexistent" "no"
"21637" 31 "admin." "married" "university.degree" "no" "no" "cellular" "tue" 824 1 999 0 "nonexistent" "no"
"17628" 36 "technician" "married" "professional.course" "no" "no" "cellular" "mon" 314 4 999 0 "nonexistent" "no"
"16495" 39 "services" "married" "unknown" "unknown" "no" "cellular" "wed" 146 2 999 0 "nonexistent" "no"
"31871" 32 "admin." "married" "university.degree" "no" "no" "cellular" "thu" 1030 1 6 1 "success" "yes"
"867" 37 "technician" "married" "professional.course" "no" "yes" "telephone" "wed" 254 1 999 0 "nonexistent" "no"
"27501" 29 "technician" "single" "professional.course" "no" "no" "cellular" "fri" 394 5 999 0 "nonexistent" "no"
"23223" 38 "technician" "married" "high.school" "no" "no" "cellular" "tue" 89 2 999 0 "nonexistent" "no"
"37007" 25 "student" "single" "unknown" "no" "no" "telephone" "mon" 116 3 999 0 "nonexistent" "no"
"253" 51 "services" "married" "basic.6y" "no" "yes" "telephone" "mon" 117 1 999 0 "nonexistent" "no"
"5320" 46 "admin." "married" "high.school" "no" "yes" "telephone" "fri" 185 4 999 0 "nonexistent" "no"
"30061" 50 "admin." "married" "university.degree" "no" "yes" "telephone" "thu" 413 3 999 0 "nonexistent" "yes"
"9121" 45 "self-employed" "married" "basic.4y" "unknown" "no" "telephone" "fri" 339 1 999 0 "nonexistent" "no"
"29192" 33 "management" "married" "basic.9y" "no" "no" "cellular" "fri" 727 2 999 0 "nonexistent" "no"
"27461" 47 "technician" "married" "unknown" "unknown" "yes" "cellular" "fri" 624 1 999 0 "nonexistent" "no"
"4757" 38 "technician" "married" "professional.course" "no" "yes" "telephone" "wed" 192 1 999 0 "nonexistent" "no"
"19261" 52 "technician" "married" "professional.course" "unknown" "no" "cellular" "wed" 139 1 999 0 "nonexistent" "no"
"40961" 37 "admin." "single" "high.school" "no" "no" "cellular" "thu" 509 1 999 0 "nonexistent" "yes"
"19216" 32 "technician" "married" "professional.course" "no" "no" "cellular" "wed" 153 1 999 0 "nonexistent" "no"
"23214" 37 "services" "married" "high.school" "no" "no" "cellular" "tue" 377 7 999 0 "nonexistent" "no"
"29833" 36 "blue-collar" "single" "professional.course" "unknown" "no" "cellular" "mon" 36 2 999 1 "failure" "no"
"18015" 56 "retired" "married" "basic.6y" "no" "yes" "telephone" "wed" 90 1 999 0 "nonexistent" "no"
"30068" 28 "blue-collar" "single" "basic.9y" "no" "yes" "cellular" "thu" 106 3 999 0 "nonexistent" "no"
"34882" 51 "technician" "married" "basic.9y" "no" "yes" "cellular" "fri" 45 1 999 0 "nonexistent" "no"
"4247" 58 "retired" "married" "university.degree" "no" "no" "telephone" "tue" 226 1 999 0 "nonexistent" "no"
"6543" 36 "admin." "married" "high.school" "no" "no" "telephone" "wed" 227 2 999 0 "nonexistent" "no"
"26044" 46 "management" "married" "university.degree" "no" "yes" "cellular" "wed" 111 2 999 0 "nonexistent" "no"
"31675" 36 "blue-collar" "married" "basic.4y" "no" "no" "cellular" "thu" 11 1 999 0 "nonexistent" "no"
"2360" 45 "blue-collar" "married" "basic.4y" "no" "no" "telephone" "tue" 44 1 999 0 "nonexistent" "no"
"10698" 32 "self-employed" "married" "basic.9y" "no" "yes" "telephone" "tue" 408 2 999 0 "nonexistent" "no"
"34877" 54 "retired" "divorced" "university.degree" "no" "yes" "cellular" "fri" 778 5 999 1 "failure" "no"
"16939" 59 "unknown" "married" "unknown" "no" "yes" "cellular" "thu" 52 2 999 0 "nonexistent" "no"
"30913" 31 "admin." "divorced" "university.degree" "no" "no" "cellular" "tue" 290 2 999 0 "nonexistent" "no"
"1800" 45 "blue-collar" "married" "basic.9y" "unknown" "no" "telephone" "fri" 275 1 999 0 "nonexistent" "no"
"35603" 45 "admin." "divorced" "university.degree" "no" "no" "cellular" "mon" 63 1 999 0 "nonexistent" "no"
"539" 38 "admin." "single" "basic.6y" "unknown" "no" "telephone" "tue" 250 1 999 0 "nonexistent" "no"
"21495" 38 "technician" "married" "university.degree" "no" "yes" "cellular" "tue" 178 1 999 0 "nonexistent" "no"
"1002" 34 "technician" "married" "high.school" "no" "no" "telephone" "wed" 1062 1 999 0 "nonexistent" "no"
"7187" 55 "housemaid" "single" "basic.9y" "no" "no" "telephone" "thu" 553 1 999 0 "nonexistent" "no"
"21540" 52 "admin." "married" "high.school" "no" "yes" "cellular" "tue" 163 2 999 0 "nonexistent" "no"
"21389" 31 "admin." "single" "university.degree" "unknown" "no" "cellular" "tue" 116 6 999 0 "nonexistent" "no"
"9029" 34 "blue-collar" "divorced" "professional.course" "no" "no" "telephone" "thu" 884 4 999 0 "nonexistent" "yes"
"1840" 50 "unemployed" "married" "basic.9y" "no" "yes" "telephone" "fri" 1713 1 999 0 "nonexistent" "no"
"23429" 37 "technician" "married" "university.degree" "no" "no" "cellular" "wed" 141 5 999 0 "nonexistent" "no"
"9728" 25 "technician" "single" "university.degree" "no" "no" "telephone" "mon" 92 6 999 0 "nonexistent" "no"
"23831" 34 "technician" "married" "professional.course" "no" "yes" "cellular" "fri" 36 1 999 0 "nonexistent" "no"
"15182" 26 "blue-collar" "single" "basic.9y" "no" "yes" "cellular" "thu" 275 17 999 0 "nonexistent" "no"
"28856" 28 "technician" "married" "basic.9y" "no" "no" "cellular" "thu" 442 1 999 0 "nonexistent" "no"
"30974" 49 "entrepreneur" "married" "high.school" "no" "yes" "cellular" "tue" 214 3 999 1 "failure" "no"
"18150" 55 "entrepreneur" "divorced" "professional.course" "no" "no" "telephone" "wed" 117 4 999 0 "nonexistent" "no"
"17300" 58 "unemployed" "divorced" "high.school" "unknown" "no" "cellular" "fri" 195 6 999 0 "nonexistent" "no"
"15078" 30 "blue-collar" "married" "basic.9y" "unknown" "yes" "cellular" "thu" 67 1 999 0 "nonexistent" "no"
"28315" 46 "services" "married" "high.school" "no" "yes" "cellular" "wed" 201 2 999 0 "nonexistent" "no"
"39313" 38 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 420 1 999 0 "nonexistent" "yes"
"14488" 40 "admin." "single" "high.school" "no" "yes" "cellular" "tue" 237 4 999 0 "nonexistent" "no"
"5962" 32 "blue-collar" "married" "basic.9y" "no" "yes" "telephone" "tue" 955 1 999 0 "nonexistent" "no"
"35711" 36 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "mon" 227 2 999 0 "nonexistent" "no"
"30397" 38 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 645 1 999 0 "nonexistent" "yes"
"32340" 41 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "fri" 491 1 999 2 "failure" "no"
"36591" 51 "unemployed" "married" "basic.6y" "no" "yes" "cellular" "thu" 79 1 999 1 "failure" "no"
"22250" 47 "blue-collar" "married" "basic.6y" "no" "yes" "cellular" "thu" 43 2 999 0 "nonexistent" "no"
"37498" 32 "services" "married" "high.school" "no" "yes" "cellular" "thu" 105 1 999 0 "nonexistent" "no"
"40392" 26 "unemployed" "single" "university.degree" "no" "yes" "cellular" "thu" 203 1 3 3 "success" "yes"
"37571" 70 "retired" "married" "professional.course" "no" "yes" "cellular" "fri" 94 4 999 0 "nonexistent" "yes"
"32554" 34 "self-employed" "single" "university.degree" "no" "yes" "cellular" "mon" 102 3 999 0 "nonexistent" "no"
"34993" 32 "admin." "single" "university.degree" "no" "no" "cellular" "fri" 24 7 999 0 "nonexistent" "no"
"26083" 48 "housemaid" "married" "basic.6y" "no" "yes" "cellular" "wed" 1337 4 999 1 "failure" "no"
"3469" 34 "admin." "single" "high.school" "no" "no" "telephone" "thu" 523 2 999 0 "nonexistent" "no"
"4744" 56 "retired" "married" "high.school" "unknown" "no" "telephone" "wed" 151 1 999 0 "nonexistent" "no"
"7158" 54 "retired" "divorced" "basic.4y" "no" "yes" "telephone" "thu" 77 3 999 0 "nonexistent" "no"
"14887" 43 "technician" "married" "high.school" "no" "no" "cellular" "wed" 332 3 999 0 "nonexistent" "no"
"8480" 42 "blue-collar" "married" "basic.9y" "no" "no" "telephone" "tue" 235 3 999 0 "nonexistent" "no"
"10380" 53 "blue-collar" "divorced" "basic.4y" "unknown" "yes" "telephone" "mon" 57 1 999 0 "nonexistent" "no"
"9196" 37 "blue-collar" "married" "basic.9y" "no" "yes" "telephone" "fri" 28 1 999 0 "nonexistent" "no"
"37126" 18 "student" "single" "basic.9y" "no" "yes" "cellular" "tue" 642 1 999 0 "nonexistent" "yes"
"34363" 24 "technician" "married" "professional.course" "no" "yes" "cellular" "thu" 428 3 999 0 "nonexistent" "no"
"16494" 24 "blue-collar" "single" "basic.9y" "unknown" "yes" "cellular" "wed" 213 1 999 0 "nonexistent" "no"
"39875" 35 "management" "divorced" "university.degree" "no" "yes" "cellular" "tue" 270 2 12 2 "success" "no"
"34475" 42 "services" "divorced" "high.school" "no" "yes" "cellular" "thu" 874 1 999 1 "failure" "yes"
"7298" 53 "services" "married" "high.school" "unknown" "no" "telephone" "thu" 2260 2 999 0 "nonexistent" "no"
"18802" 31 "services" "single" "high.school" "no" "yes" "cellular" "thu" 48 3 999 0 "nonexistent" "no"
"36561" 69 "entrepreneur" "married" "high.school" "no" "no" "cellular" "wed" 144 2 999 0 "nonexistent" "yes"
"33718" 32 "unemployed" "single" "university.degree" "no" "yes" "cellular" "wed" 51 1 999 0 "nonexistent" "no"
"22584" 31 "technician" "married" "university.degree" "no" "no" "cellular" "fri" 238 3 999 0 "nonexistent" "no"
"15915" 39 "technician" "single" "professional.course" "no" "no" "cellular" "mon" 452 4 999 0 "nonexistent" "no"
"33265" 42 "blue-collar" "married" "basic.4y" "no" "no" "cellular" "tue" 360 1 999 0 "nonexistent" "no"
"30323" 27 "student" "single" "unknown" "unknown" "yes" "cellular" "thu" 458 1 999 0 "nonexistent" "yes"
"17022" 47 "technician" "divorced" "high.school" "no" "no" "cellular" "thu" 417 5 999 0 "nonexistent" "no"
"3877" 51 "admin." "divorced" "university.degree" "unknown" "no" "telephone" "fri" 196 6 999 0 "nonexistent" "no"
"37002" 35 "technician" "married" "university.degree" "no" "yes" "cellular" "fri" 236 2 999 0 "nonexistent" "no"
"18286" 28 "services" "married" "high.school" "no" "yes" "telephone" "wed" 79 8 999 0 "nonexistent" "no"
"9416" 40 "technician" "married" "basic.9y" "no" "no" "telephone" "fri" 27 4 999 0 "nonexistent" "no"
"2837" 29 "blue-collar" "married" "professional.course" "no" "yes" "telephone" "wed" 260 1 999 0 "nonexistent" "no"
"32392" 41 "services" "single" "high.school" "no" "no" "cellular" "fri" 1642 2 999 0 "nonexistent" "no"
"32645" 36 "blue-collar" "married" "basic.9y" "no" "yes" "telephone" "mon" 65 1 999 1 "failure" "no"
"36427" 47 "technician" "divorced" "high.school" "no" "yes" "cellular" "tue" 221 1 999 0 "nonexistent" "no"
"40971" 24 "admin." "single" "university.degree" "no" "yes" "cellular" "fri" 1176 3 3 2 "success" "yes"
"20101" 41 "self-employed" "married" "professional.course" "no" "no" "cellular" "mon" 69 1 999 0 "nonexistent" "no"
"4606" 41 "technician" "divorced" "basic.4y" "no" "yes" "telephone" "tue" 270 1 999 0 "nonexistent" "no"
"4768" 53 "retired" "divorced" "high.school" "no" "yes" "telephone" "wed" 111 3 999 0 "nonexistent" "no"
"18886" 31 "admin." "married" "university.degree" "no" "yes" "cellular" "mon" 244 1 999 0 "nonexistent" "no"
"31297" 34 "technician" "single" "university.degree" "no" "yes" "telephone" "wed" 92 3 999 0 "nonexistent" "no"
"33719" 31 "admin." "single" "high.school" "no" "yes" "cellular" "wed" 850 1 999 0 "nonexistent" "yes"
"31034" 40 "services" "married" "high.school" "no" "no" "cellular" "tue" 74 8 999 1 "failure" "no"
"27729" 24 "services" "single" "unknown" "no" "no" "cellular" "tue" 103 1 999 0 "nonexistent" "no"
"9309" 49 "housemaid" "married" "basic.4y" "unknown" "yes" "telephone" "fri" 190 2 999 0 "nonexistent" "no"
"15854" 44 "blue-collar" "married" "basic.9y" "unknown" "no" "cellular" "mon" 147 1 999 0 "nonexistent" "no"
"33959" 24 "student" "single" "university.degree" "no" "yes" "cellular" "wed" 79 1 999 0 "nonexistent" "no"
"26914" 29 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 341 2 999 0 "nonexistent" "no"
"33637" 29 "management" "divorced" "basic.9y" "no" "yes" "cellular" "wed" 117 2 999 0 "nonexistent" "no"
"22102" 30 "housemaid" "married" "university.degree" "no" "yes" "cellular" "thu" 111 3 999 0 "nonexistent" "no"
"32985" 32 "entrepreneur" "married" "basic.9y" "no" "no" "cellular" "mon" 184 4 999 0 "nonexistent" "no"
"29015" 42 "blue-collar" "married" "basic.4y" "unknown" "no" "cellular" "fri" 264 1 999 1 "failure" "no"
"10068" 55 "blue-collar" "married" "basic.4y" "no" "no" "telephone" "thu" 146 1 999 0 "nonexistent" "no"
"30341" 58 "retired" "divorced" "university.degree" "no" "no" "cellular" "thu" 211 1 2 1 "success" "no"
"30466" 35 "services" "married" "basic.6y" "no" "yes" "cellular" "mon" 136 1 999 1 "failure" "no"
"40873" 32 "technician" "married" "professional.course" "no" "yes" "cellular" "wed" 275 2 999 0 "nonexistent" "yes"
"30751" 31 "services" "single" "high.school" "no" "yes" "cellular" "tue" 62 1 999 0 "nonexistent" "no"
"8763" 45 "blue-collar" "married" "basic.9y" "unknown" "yes" "telephone" "thu" 135 1 999 0 "nonexistent" "no"
"25867" 50 "housemaid" "divorced" "high.school" "no" "no" "cellular" "wed" 136 2 999 1 "failure" "no"
"34097" 27 "technician" "single" "professional.course" "no" "yes" "cellular" "wed" 94 2 999 1 "failure" "no"
"22955" 38 "technician" "single" "university.degree" "no" "yes" "cellular" "mon" 109 2 999 0 "nonexistent" "no"
"14481" 30 "entrepreneur" "single" "high.school" "no" "yes" "telephone" "tue" 501 2 999 0 "nonexistent" "no"
"29010" 41 "blue-collar" "married" "basic.9y" "no" "yes" "cellular" "fri" 69 1 999 1 "failure" "no"
"449" 57 "technician" "married" "basic.4y" "unknown" "no" "telephone" "tue" 101 1 999 0 "nonexistent" "no"
"25629" 47 "blue-collar" "married" "basic.4y" "no" "no" "cellular" "wed" 202 2 999 0 "nonexistent" "no"
"35734" 52 "blue-collar" "married" "basic.9y" "unknown" "no" "cellular" "mon" 695 2 999 0 "nonexistent" "no"
"1291" 28 "services" "single" "unknown" "no" "yes" "telephone" "thu" 475 1 999 0 "nonexistent" "no"
"4397" 47 "admin." "married" "university.degree" "unknown" "no" "telephone" "tue" 139 2 999 0 "nonexistent" "no"
"13022" 28 "services" "married" "high.school" "no" "yes" "cellular" "tue" 286 1 999 0 "nonexistent" "no"
"26279" 42 "management" "married" "university.degree" "no" "no" "cellular" "thu" 110 2 999 0 "nonexistent" "no"
"24466" 42 "admin." "married" "university.degree" "no" "yes" "cellular" "mon" 120 1 999 0 "nonexistent" "no"
"13965" 29 "admin." "single" "high.school" "no" "no" "cellular" "fri" 144 2 999 0 "nonexistent" "no"
"29869" 41 "admin." "married" "professional.course" "no" "no" "cellular" "mon" 9 2 999 0 "nonexistent" "no"
"39068" 23 "blue-collar" "single" "high.school" "no" "yes" "cellular" "fri" 248 6 999 0 "nonexistent" "no"
"41118" 29 "technician" "single" "professional.course" "no" "no" "cellular" "tue" 449 2 1 1 "success" "yes"
"21010" 59 "technician" "single" "university.degree" "unknown" "yes" "cellular" "thu" 95 1 999 0 "nonexistent" "no"
"10848" 32 "admin." "single" "high.school" "unknown" "no" "telephone" "wed" 213 5 999 0 "nonexistent" "no"
"32269" 40 "services" "married" "basic.4y" "unknown" "yes" "cellular" "fri" 237 1 999 0 "nonexistent" "no"
"28289" 39 "blue-collar" "married" "basic.9y" "unknown" "no" "cellular" "wed" 393 6 999 0 "nonexistent" "no"
"31513" 48 "blue-collar" "married" "basic.6y" "unknown" "no" "telephone" "wed" 22 6 999 0 "nonexistent" "no"
"6996" 48 "admin." "divorced" "high.school" "no" "no" "telephone" "thu" 66 2 999 0 "nonexistent" "no"
"24025" 30 "technician" "single" "university.degree" "no" "no" "telephone" "wed" 676 1 999 0 "nonexistent" "yes"
"25718" 31 "management" "single" "university.degree" "no" "yes" "cellular" "wed" 424 2 999 0 "nonexistent" "yes"
"17812" 47 "admin." "married" "high.school" "no" "yes" "cellular" "tue" 247 2 999 0 "nonexistent" "no"
"25936" 38 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "wed" 559 1 999 1 "failure" "no"
"17314" 39 "admin." "married" "university.degree" "no" "no" "cellular" "fri" 653 4 999 0 "nonexistent" "yes"
"23578" 37 "admin." "married" "university.degree" "unknown" "no" "cellular" "thu" 535 1 999 0 "nonexistent" "yes"
"17335" 42 "entrepreneur" "single" "university.degree" "no" "no" "cellular" "mon" 49 2 999 0 "nonexistent" "no"
"33923" 34 "management" "single" "university.degree" "no" "no" "cellular" "wed" 155 1 999 0 "nonexistent" "no"
"10669" 37 "technician" "married" "high.school" "unknown" "yes" "telephone" "tue" 115 2 999 0 "nonexistent" "no"
"16169" 48 "entrepreneur" "single" "university.degree" "no" "yes" "cellular" "tue" 654 1 999 0 "nonexistent" "no"
"5800" 42 "unemployed" "married" "high.school" "unknown" "no" "telephone" "mon" 181 3 999 0 "nonexistent" "no"
"36549" 23 "student" "single" "high.school" "no" "no" "cellular" "wed" 200 2 999 0 "nonexistent" "yes"
"38084" 53 "technician" "married" "professional.course" "no" "no" "cellular" "tue" 103 1 999 1 "failure" "no"
"30240" 27 "admin." "single" "university.degree" "no" "yes" "cellular" "thu" 193 1 999 1 "failure" "no"
"27775" 67 "retired" "single" "university.degree" "no" "yes" "cellular" "mon" 70 22 999 0 "nonexistent" "no"
"29759" 34 "blue-collar" "married" "basic.9y" "no" "no" "cellular" "mon" 86 2 999 0 "nonexistent" "no"
"34194" 28 "blue-collar" "married" "basic.4y" "no" "no" "cellular" "wed" 135 2 999 1 "failure" "no"
"38987" 30 "student" "single" "unknown" "no" "no" "cellular" "mon" 69 1 999 1 "failure" "no"
"3659" 59 "blue-collar" "married" "basic.4y" "unknown" "no" "telephone" "fri" 424 1 999 0 "nonexistent" "no"
"14899" 34 "blue-collar" "married" "basic.4y" "unknown" "no" "cellular" "wed" 171 6 999 0 "nonexistent" "no"
"5727" 31 "management" "single" "high.school" "no" "no" "telephone" "mon" 114 3 999 0 "nonexistent" "no"
"15000" 36 "blue-collar" "married" "basic.6y" "no" "no" "cellular" "thu" 201 1 999 0 "nonexistent" "no"
"30833" 47 "entrepreneur" "married" "unknown" "unknown" "yes" "cellular" "tue" 197 1 999 0 "nonexistent" "no"
"33990" 34 "blue-collar" "single" "high.school" "no" "no" "cellular" "wed" 103 1 999 0 "nonexistent" "no"
"8603" 35 "student" "single" "high.school" "no" "no" "telephone" "wed" 71 4 999 0 "nonexistent" "no"
"8705" 47 "blue-collar" "married" "basic.9y" "no" "no" "telephone" "wed" 65 3 999 0 "nonexistent" "no"
"18506" 32 "technician" "single" "professional.course" "no" "yes" "cellular" "thu" 81 2 999 0 "nonexistent" "no"
"2791" 34 "entrepreneur" "married" "basic.4y" "no" "no" "telephone" "wed" 75 1 999 0 "nonexistent" "no"
"39471" 54 "admin." "married" "high.school" "no" "no" "cellular" "mon" 220 1 12 1 "success" "no"
"21683" 35 "technician" "married" "professional.course" "no" "no" "cellular" "tue" 211 2 999 0 "nonexistent" "no"
"518" 52 "blue-collar" "married" "basic.4y" "no" "no" "telephone" "tue" 371 2 999 0 "nonexistent" "no"
"2368" 34 "admin." "married" "university.degree" "no" "no" "telephone" "tue" 1167 1 999 0 "nonexistent" "no"
"9261" 31 "technician" "married" "professional.course" "no" "no" "telephone" "fri" 163 2 999 0 "nonexistent" "no"
"1680" 39 "services" "married" "high.school" "no" "yes" "telephone" "fri" 86 2 999 0 "nonexistent" "no"
"38510" 68 "retired" "divorced" "professional.course" "no" "yes" "cellular" "tue" 418 2 999 0 "nonexistent" "yes"
"22061" 48 "services" "married" "high.school" "no" "yes" "cellular" "wed" 703 2 999 0 "nonexistent" "yes"
"18208" 45 "admin." "married" "university.degree" "no" "yes" "cellular" "wed" 103 4 999 0 "nonexistent" "no"
"18669" 52 "blue-collar" "married" "basic.9y" "unknown" "no" "cellular" "thu" 393 3 999 0 "nonexistent" "no"
"23012" 48 "housemaid" "married" "basic.9y" "no" "yes" "cellular" "tue" 137 3 999 0 "nonexistent" "no"
"19853" 44 "services" "married" "high.school" "unknown" "yes" "cellular" "fri" 324 1 999 0 "nonexistent" "no"
"11525" 28 "student" "single" "professional.course" "no" "no" "telephone" "fri" 168 2 999 0 "nonexistent" "no"
"24886" 39 "services" "married" "high.school" "no" "yes" "cellular" "tue" 107 1 999 0 "nonexistent" "no"
"37890" 52 "admin." "married" "unknown" "no" "no" "telephone" "tue" 97 5 999 0 "nonexistent" "no"
"21290" 33 "unemployed" "divorced" "professional.course" "no" "yes" "cellular" "mon" 150 2 999 0 "nonexistent" "no"
"29496" 38 "admin." "single" "university.degree" "no" "yes" "cellular" "mon" 275 1 999 0 "nonexistent" "no"
"21039" 41 "management" "married" "university.degree" "no" "yes" "cellular" "thu" 789 1 999 0 "nonexistent" "no"
"11591" 35 "management" "divorced" "high.school" "no" "yes" "telephone" "fri" 176 4 999 0 "nonexistent" "no"
